unq:name@System.system_id,unq:name,ls_from_star,blackmarket,max_pad_size,market,shipyard,modified,outfitting,rearm,refuel,repair,planetary
'IBISHIA','Fawcett Colony',0,'Y','L','Y','Y','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IBOR','Shargin Settlement',8,'Y','M','Y','N','2015-06-20 11:36:40','Y','Y','Y','N','N'
'IBOR','Simpson Port',1287,'Y','M','Y','N','2015-10-10 16:22:31','N','N','Y','N','N'
'IBORAGA','Abe Ring',950,'N','L','Y','Y','2015-08-09 11:06:09','Y','Y','Y','Y','N'
'IBORAGA','Naboth Gateway',1253,'N','M','Y','N','2015-08-09 11:06:18','N','Y','Y','Y','N'
'IBORAGA','Wilhelm Klinkerfues Colony',1707,'Y','M','Y','N','2015-08-09 11:06:46','Y','Y','Y','N','N'
'IBORMBU','Addams Hub',31,'Y','M','Y','N','2015-09-23 12:18:36','Y','Y','Y','N','N'
'IBORMBU','Freas Survey',0,'?','?','Y','?','2016-01-09 12:24:01','?','?','?','?','?'
'IBORMBU','Gunter Hub',18,'N','M','Y','N','2015-09-23 12:18:26','Y','Y','Y','Y','N'
'IBUROANA','Darlton Colony',373,'N','M','Y','N','2015-05-07 20:22:51','N','N','Y','Y','N'
'IBURODO','Archimedes Colony',0,'Y','M','Y','N','2015-10-10 16:22:31','Y','Y','Y','N','N'
'IBURONGIN','Womack Outpost',0,'Y','M','Y','N','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IBURRI','Paczynski Mine',0,'N','M','Y','N','2015-10-10 16:22:31','N','N','Y','Y','N'
'IBURRI','Tully Relay',0,'N','M','Y','N','2015-10-10 16:22:31','Y','N','Y','Y','N'
'ICENI','Grandin Dock',0,'Y','M','Y','N','2015-10-10 16:22:31','Y','Y','Y','N','N'
'ICENIGUARI','Beatty Settlement',0,'N','M','Y','N','2015-10-10 16:22:31','Y','N','Y','Y','N'
'ICONES','Leavitt Base',0,'N','M','Y','N','2015-10-10 16:22:31','Y','N','Y','Y','N'
'ICONTI SHI','Brorsen Port',0,'N','M','N','N','2015-10-10 16:22:31','Y','N','Y','Y','N'
'ICONTI SHI','Dyson Station',25,'N','M','Y','N','2015-08-03 05:57:10','Y','Y','Y','Y','N'
'ICONTI SHI','Jones Gateway',14,'N','L','Y','Y','2015-08-03 05:57:10','Y','Y','Y','Y','N'
'ICONTIA','Betancourt Refinery',462,'Y','M','Y','N','2015-08-08 23:12:40','N','Y','Y','Y','N'
'ICOVIT','Euler Holdings',641,'Y','M','Y','N','2015-10-10 16:22:31','N','N','Y','N','N'
'ICOVIT','McDivitt Installation',7,'N','M','Y','N','2015-06-21 23:27:11','Y','Y','Y','Y','N'
'ICTINO','Gantt Refinery',29177,'Y','M','Y','N','2015-08-25 08:44:30','Y','Y','Y','N','N'
'ICTINO','Messerschmid Port',29153,'Y','M','Y','N','2015-08-25 08:44:40','Y','Y','Y','N','N'
'IDA DHOR','Patterson Orbital',560,'N','M','Y','N','2015-10-10 16:22:31','Y','N','N','Y','N'
'IDA DHOR','Thompson Enterprise',400,'N','M','Y','N','2015-10-10 16:22:31','Y','N','N','Y','N'
'IDA DHOR','Vancouver Gateway',216,'N','L','Y','Y','2015-06-21 23:28:21','Y','Y','Y','Y','N'
'IDIN','Secchi Station',395,'Y','L','Y','Y','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IDINDA','Bean Port',19,'N','M','Y','N','2015-08-07 17:53:09','N','Y','Y','Y','N'
'IDINDA','Bernard Gateway',100,'Y','L','Y','Y','2015-08-07 18:26:02','Y','Y','Y','Y','N'
'IDINDA','Fullerton Terminal',56,'N','M','Y','N','2015-08-07 18:05:15','N','N','Y','Y','N'
'IDINDA','Kepler Port',33,'N','M','Y','N','2015-08-07 18:03:03','N','Y','Y','Y','N'
'IDINDA','O''Connor Gateway',6660,'N','M','Y','N','2015-08-07 18:47:35','Y','Y','Y','Y','N'
'IDINDA','Poindexter Hub',99,'Y','L','Y','Y','2015-08-07 18:16:50','Y','Y','Y','Y','N'
'IDINDA','Savery Port',425,'Y','L','Y','Y','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IDINI','Gurney Enterprise',594,'Y','L','Y','Y','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IDOMA','Lebesgue Stop',0,'Y','M','Y','N','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IDOMAGUARA','Royo Stop',0,'N','M','Y','N','2015-10-10 16:22:31','Y','N','Y','Y','N'
'IDOMAN','Clement Outpost',0,'N','M','Y','N','2015-10-10 16:22:31','N','N','Y','Y','N'
'IDOMATYRITU','Frimout Dock',376,'N','M','Y','N','2015-08-23 18:51:56','N','N','Y','Y','N'
'IDOMATYRITU','Garrido Holdings',41,'Y','M','N','N','2015-08-23 18:17:11','N','Y','Y','Y','N'
'IDOMATYRITU','Shaw Station',61,'Y','L','Y','Y','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IDU MISHMI','Arnold Base',10914,'N','M','Y','N','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IDU MISI','Cseszneky Ring',608,'Y','M','Y','N','2015-03-14 15:03:50','Y','Y','Y','N','N'
'IDU MISI','Otiman Terminal',428,'N','L','Y','Y','2015-03-15 05:09:22','Y','Y','Y','Y','N'
'IDUNEI','Artsutanov Dock',0,'N','M','Y','N','2015-10-10 16:22:31','N','N','Y','Y','N'
'IDUNEI','Bohrmann Dock',0,'N','L','Y','Y','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IDUNEI','Dickinson Platform',0,'N','M','N','N','2015-10-10 16:22:31','Y','N','Y','Y','N'
'IDUNG YIN','Fleming Platform',38,'N','M','Y','N','2015-03-20 13:18:19','N','Y','Y','Y','N'
'IDUNG YIN','Greenstein Orbital',46,'N','M','Y','N','2015-06-23 17:43:07','Y','N','Y','Y','N'
'IDUNG YIN','Husband Horizons',38,'N','L','Y','N','2016-01-05 18:00:17','Y','Y','Y','Y','Y'
'IDUNGA','Thompson Colony',0,'N','M','Y','N','2015-10-10 16:22:31','N','N','Y','Y','N'
'IDUNGBATES','Pryor Dock',10818,'Y','L','Y','Y','2015-11-25 01:23:22','Y','Y','Y','Y','N'
'IDUNI','Savorgnan de Brazza Survey',0,'Y','M','Y','N','2015-10-10 16:22:31','Y','Y','Y','Y','N'
'IDUNN','Corben Station',15,'Y','M','Y','N','2015-10-10 16:22:31','Y','N','N','Y','N'
'IDUNN','Kandrup Port',168,'N','M','Y','N','2015-08-22 02:11:04','Y','N','Y','Y','N'
'IDUNN','Young City',100,'N','L','Y','Y','2015-08-22 02:10:48','Y','Y','Y','Y','N'
'IDUNUNN','Banks Port',635,'N','L','Y','Y','2015-04-27 04:54:04','Y','Y','Y','Y','N'
'IDUNUNN','Bao Gateway',471,'Y','L','Y','Y','2015-06-21 23:11:18','Y','Y','Y','Y','N'
'IDUNUNN','Barnaby Terminal',116,'N','M','Y','N','2015-04-27 02:29:24','N','N','Y','N','N'
'IDUNUNN','Cayley Dock',831,'N','M','Y','N','2015-04-27 04:50:10','Y','Y','Y','Y','N'
'IDUNUNN','Frobisher City',472,'N','M','Y','N','2015-06-20 21:49:09','N','N','Y','N','N'
'IDUNUNN','Lewitt Enterprise',202,'N','M','Y','N','2015-04-27 02:45:30','N','N','Y','Y','N'
'IDUNUNN','Mallett Terminal',68,'N','L','Y','Y','2015-04-27 03:02:30','Y','Y','Y','Y','N'
'IDUNUNN','Nansen Lab',117,'N','L','Y','N','2015-12-23 17:58:04','Y','Y','Y','Y','?'
'IDUNUNN','Quinn Gateway',370,'N','L','Y','Y','2015-04-27 03:25:46','Y','Y','Y','Y','N'
'IDUNUNN','Steiner Dock',1522,'N','M','Y','N','2015-10-10 16:22:32','Y','Y','Y','N','N'
'IDZUMOKU','Barnes Terminal',0,'Y','M','Y','N','2015-10-10 16:22:32','N','Y','Y','Y','N'
'IENPALANG','Bradley Gateway',1564,'N','L','Y','Y','2015-06-18 12:52:26','Y','Y','Y','Y','N'
'IENPALANG','Brundage City',624,'N','L','Y','Y','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'IENPALANG','Chertovsky Gateway',859,'N','M','Y','N','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'IENPALANG','Doyle Survey',0,'?','L','?','N','2016-01-07 01:41:38','Y','?','?','?','Y'
'IENPALANG','Gunn Beacon',0,'?','L','Y','N','2015-12-24 16:00:53','Y','?','?','?','?'
'IENPALANG','Schuster Station',1033,'N','L','Y','Y','2015-10-10 16:22:32','Y','Y','Y','Y','N'
'IGAE','Jahn Point',388189,'N','M','Y','N','2015-05-25 15:10:52','Y','N','Y','Y','N'
'IGAE','Kubasov Terminal',388176,'N','M','Y','N','2015-05-25 15:10:52','Y','Y','Y','Y','N'
'IGAENISAN','Garn Vision',0,'N','M','Y','N','2015-10-10 16:22:32','N','N','Y','Y','N'
'IGAENISAN','Knapp Dock',0,'N','M','Y','N','2015-10-10 16:22:32','N','N','N','Y','N'
'IGAENISAN','Liebig Ring',0,'N','L','Y','Y','2015-10-10 16:22:32','Y','Y','Y','Y','N'
'IGAL','Bouvard Hub',182,'N','L','Y','Y','2015-04-14 11:23:46','Y','Y','Y','Y','N'
'IGAL','Firsoff Orbital',65,'N','M','N','N','2015-10-10 16:22:32','N','N','Y','Y','N'
'IGAL','Helin Port',3302,'N','M','N','N','2015-10-10 16:22:32','N','N','Y','Y','N'
'IGAL','Hirayama Terminal',307,'N','M','Y','N','2015-04-28 10:39:18','N','N','Y','Y','N'
'IGAL','Qushji Orbital',2333,'N','L','Y','Y','2015-06-05 10:18:51','Y','Y','Y','Y','N'
'IGAL','Shapley Dock',109,'N','L','Y','Y','2015-06-05 10:15:21','Y','Y','Y','Y','N'
'IGAL','Tapinas Depot',0,'?','L','?','N','2015-12-24 12:02:50','Y','?','?','?','?'
'IGAL','Vlaicu Station',37,'N','M','Y','N','2015-10-10 16:22:32','Y','N','Y','Y','N'
'IGAL','Vuia Station',518,'N','L','Y','Y','2015-04-03 21:28:52','Y','Y','Y','Y','N'
'IGALA','Agnesi City',327,'N','M','N','N','2015-10-10 16:22:32','N','Y','Y','Y','N'
'IGALA','Feoktistov Terminal',598,'N','M','N','N','2015-10-10 16:22:32','N','Y','Y','Y','N'
'IGALA','Noakes Hub',254,'Y','L','Y','Y','2015-07-16 23:56:12','Y','Y','Y','Y','N'
'IGALALANI','Chorel Hub',111577,'N','M','Y','N','2015-10-10 16:22:32','N','Y','Y','Y','N'
'IGALEDONII','Hausdorff Beacon',0,'N','M','Y','N','2015-10-10 16:22:32','N','Y','Y','Y','N'
'IGALEDONII','Tem Outpost',0,'N','M','Y','N','2015-10-10 16:22:32','N','N','Y','Y','N'
'IGALI','Klink Camp',0,'N','M','Y','N','2015-10-10 16:22:32','N','N','Y','Y','N'
'IGALI','Wollheim Settlement',0,'N','M','Y','N','2015-10-10 16:22:32','N','Y','Y','Y','N'
'IGALILINIMA','Armstrong Enterprise',316,'N','M','Y','N','2015-06-21 23:08:32','N','N','Y','Y','N'
'IGALILINIMA','Carey Enterprise',593,'Y','M','Y','N','2015-06-21 23:08:32','Y','Y','Y','N','N'
'IGALILINIMA','Hauck Ring',217,'Y','M','Y','N','2015-10-10 16:22:32','Y','Y','Y','Y','N'
'IGALILINIMA','Mattingly Orbital',82,'Y','L','Y','Y','2015-06-21 23:08:32','Y','Y','Y','Y','N'
'IGALILINIMA','Maxwell Dock',316,'Y','L','Y','Y','2015-06-21 23:08:32','Y','Y','Y','Y','N'
'IGALILINIMA','Mondeh Gateway',55,'Y','L','Y','Y','2015-10-10 16:22:32','Y','Y','Y','Y','N'
'IGALUK','Jensen Orbital',154,'N','M','Y','N','2015-06-30 14:15:23','N','N','Y','Y','N'
'IGALUMATHI','Bridges Terminal',0,'N','M','Y','N','2015-10-10 16:22:32','Y','Y','Y','Y','N'
'IGALUMATHI','Eyharts Hub',0,'N','M','Y','N','2015-10-10 16:22:32','Y','N','Y','Y','N'
'IGALUMATHI','Szilard Orbital',0,'Y','L','Y','Y','2015-10-10 16:22:32','Y','Y','Y','Y','N'
'IGBIRIKAN','Barratt Hub',453,'Y','L','Y','Y','2015-06-21 23:04:33','Y','Y','Y','Y','N'
'IGBIRIKAN','Lyakhov Station',568,'Y','M','Y','N','2015-10-10 16:22:33','N','Y','Y','Y','N'
'IGBO DI','Bartoe Terminal',18,'Y','M','N','N','2015-08-16 12:56:27','Y','Y','Y','Y','N'
'IGBO DI','Bluford Depot',8,'N','M','Y','N','2015-10-10 16:22:33','Y','N','Y','Y','N'
'IGBO KORA','Palitzsch City',0,'N','M','Y','N','2015-10-10 16:22:33','Y','Y','Y','Y','N'
'IGBO KORA','Shunkai Plant',0,'Y','M','Y','N','2015-10-10 16:22:33','Y','Y','Y','N','N'
'IGBON','Eilenberg Landing',0,'N','M','Y','N','2015-10-10 16:22:33','N','N','Y','Y','N'
'IGBONII','Knapp Outpost',0,'N','M','Y','N','2015-10-10 16:22:33','Y','N','Y','Y','N'
'IGBONII','Wellman Depot',0,'N','M','N','N','2015-10-10 16:22:33','N','N','Y','Y','N'
'IGBONIU','Alexander City',0,'N','M','Y','N','2015-10-10 16:22:33','N','Y','Y','Y','N'
'IGBONIU','Harness City',0,'N','L','Y','Y','2015-10-10 16:22:33','Y','Y','Y','Y','N'
'IGBONIU','Nordenskiold Enterprise',0,'Y','M','N','N','2015-10-10 16:22:33','N','Y','Y','N','N'
'IGORES','Bouvard Port',23,'N','M','Y','N','2015-10-19 16:46:40','N','N','Y','Y','N'
'IGORES','Parker Beacon',23,'N','M','Y','N','2015-10-19 16:47:01','N','N','Y','Y','N'
'IGORIA','Dowty Works',0,'N','M','Y','N','2015-10-10 16:22:33','Y','N','Y','Y','N'
'IGORIA','Jones Base',0,'N','M','Y','N','2015-10-10 16:22:33','N','N','Y','Y','N'
'IGORISA','Roberts Platform',3850,'N','M','Y','N','2015-03-13 21:48:28','N','Y','Y','Y','N'
'IGORODIMOS','Delbruck Ring',846,'Y','L','Y','Y','2015-06-21 23:30:59','Y','Y','Y','Y','N'
'IGOROT','Gagnan Port',0,'N','M','Y','N','2015-10-10 16:22:33','N','N','Y','Y','N'
'IGOROT','Humboldt Colony',0,'Y','M','N','N','2015-10-10 16:22:33','N','Y','Y','Y','N'
'IJO','Kanwar Mines',0,'N','M','Y','N','2015-10-10 16:22:33','N','N','Y','Y','N'
'IJO','Piper Camp',0,'N','M','Y','N','2015-10-10 16:22:33','N','N','Y','N','N'
'IKENGA','Leoniceno Station',123,'N','M','Y','N','2015-06-21 23:18:47','N','N','Y','Y','N'
'IKENGA','Lorenz Station',44,'N','L','Y','Y','2015-10-10 16:22:33','Y','Y','Y','Y','N'
'IKENGA','Pauli Gateway',188,'N','M','Y','N','2015-06-21 23:18:47','N','Y','Y','Y','N'
'IKENGA','Sellers Port',58,'Y','L','Y','Y','2015-10-10 16:22:33','Y','Y','Y','Y','N'
'IKENGA','Yegorov Orbital',1927,'N','M','Y','N','2015-06-21 23:18:47','N','N','Y','Y','N'
'IKPE','Haro Point',0,'N','M','Y','N','2015-10-10 16:22:33','Y','N','Y','Y','N'
'IKPEN','Wankel Legacy',0,'N','M','Y','N','2015-10-10 16:22:33','Y','N','Y','Y','N'
'IKPENONES','Chaudhary Orbital',96,'N','L','Y','Y','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'IKPENONES','Fuchs Silo',0,'?','L','Y','N','2015-12-27 21:13:08','Y','?','?','?','?'
'IKPENONES','Salam Terminal',139,'N','L','Y','Y','2015-06-21 23:33:20','Y','Y','Y','Y','N'
'IKPENONES','Stasheff Laboratory',0,'?','L','Y','N','2015-12-27 21:21:44','Y','?','?','?','?'
'IKPENONES','Still Terminal',96,'N','L','Y','Y','2015-06-21 23:33:20','Y','Y','Y','Y','N'
'IKSVAKU','Murdoch Platform',17,'N','M','N','N','2015-10-10 16:22:33','Y','N','Y','Y','N'
'IKSVAKU','Zamka Mines',13,'N','M','Y','N','2015-09-04 20:35:21','N','N','Y','Y','N'
'IKSVATAN','Bean Port',134,'N','L','Y','Y','2015-10-18 18:54:23','Y','Y','Y','Y','N'
'IKSVATAN','Grover Port',8575,'N','M','N','N','2016-01-05 19:52:53','N','N','Y','Y','N'
'IKSVATAN','Maxwell Port',244,'Y','M','Y','N','2016-01-05 19:53:06','Y','Y','Y','N','N'
'IKSVATI','Hoffman Outpost',0,'Y','M','Y','N','2015-10-10 16:22:33','Y','Y','Y','N','N'
'IKSVATI','Olsen Horizons',1018,'N','M','Y','N','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'IKTOCK','Folland Ring',1009,'N','L','Y','Y','2015-06-09 03:02:11','Y','Y','Y','Y','N'
'IKTOCK','McKee Vision',1621,'N','M','Y','N','2015-06-09 02:30:00','Y','Y','Y','Y','N'
'IKTOCK','Pimi Colony',2326,'N','M','Y','N','2015-10-10 16:22:33','Y','Y','Y','N','N'
'IKTOCK','Wegener Depot',923,'N','L','Y','N','2016-01-09 12:49:44','Y','Y','Y','Y','Y'
'IKTOMISI','Behnken Station',538,'N','L','Y','Y','2015-11-02 22:01:14','Y','Y','Y','Y','N'
'IL AQUARII','Gagnan Terminal',2485,'N','M','Y','N','2015-10-10 16:22:30','N','N','Y','Y','N'
'IL AQUARII','Kinsey Enterprise',10569,'N','M','Y','N','2015-06-13 02:02:36','Y','Y','Y','Y','N'
'IL AQUARII','Patsayev Station',1846,'Y','L','Y','Y','2015-06-13 02:02:36','Y','Y','Y','Y','N'
'ILBANDI','Lee Escape',0,'Y','M','Y','N','2015-09-14 08:29:05','N','Y','Y','Y','N'
'ILBASSI','Virtanen Works',851,'N','M','Y','N','2015-10-10 16:22:33','Y','Y','Y','Y','N'
'ILBASSI','Wang Landing',1173,'Y','M','Y','N','2015-10-10 16:22:33','Y','Y','Y','N','N'
'ILDAKER','Kronecker Platform',0,'N','M','Y','N','2015-10-10 16:22:33','N','N','Y','N','N'
'ILDANA','Bose Port',472,'N','M','N','N','2015-10-10 16:22:33','N','N','Y','Y','N'
'ILDANA','Griggs Works',471,'N','M','Y','N','2015-05-25 15:10:54','Y','Y','Y','Y','N'
'ILDANO','Massimino Sanctuary',758,'N','L','N','N','2015-12-30 13:11:04','Y','Y','Y','Y','?'
'ILDANO','Piaget Beacon',0,'Y','M','Y','N','2015-10-10 16:22:34','Y','Y','Y','N','N'
'ILMENO','Kojima Vision',0,'N','M','N','N','2015-10-10 16:22:34','Y','N','Y','Y','N'
'ILMENO','Paczynski Relay',0,'N','M','Y','N','2015-10-10 16:22:34','N','N','Y','Y','N'
'ILMENSES','Barry Works',8,'N','M','Y','N','2015-05-09 13:24:54','Y','Y','Y','Y','N'
'ILMESCI','Argelander Mines',7,'N','M','Y','N','2016-01-06 12:57:51','N','N','Y','Y','N'
'ILMESCI','Melotte Vision',10,'Y','M','N','N','2016-01-06 12:58:02','Y','Y','Y','Y','N'
'ILMESCI','Nixon Prospect',19,'N','L','Y','N','2016-01-05 23:20:26','Y','Y','Y','Y','Y'
'ILYA NIGH','Lyot Vision',316,'N','L','Y','Y','2015-10-10 16:22:34','Y','Y','Y','Y','N'
'ILYA NIGH','Thomson City',90,'N','L','Y','Y','2015-10-10 16:22:34','Y','Y','Y','Y','N'
'ILYAQA','Stebbins Hub',140,'N','L','Y','Y','2015-09-29 22:09:49','Y','Y','Y','Y','N'
'IMAN CABER','Cook Survey',0,'?','L','Y','N','2016-01-03 23:18:20','Y','?','?','?','Y'
'IMAN CABER','Dezhurov Enterprise',13528,'N','M','Y','N','2015-06-21 23:26:05','Y','Y','Y','Y','N'
'IMAN CABER','Dobrovolski Station',266,'N','L','Y','Y','2015-06-21 23:26:05','Y','Y','Y','Y','N'
'IMAN CABER','Guest Station',343,'N','L','Y','Y','2015-06-02 15:35:24','Y','Y','Y','Y','N'
'IMAN CABER','Lamarck Ring',12137,'N','M','Y','N','2015-06-21 23:26:05','N','Y','Y','Y','N'
'IMAN CABER','Magnus Orbital',1324,'Y','L','Y','Y','2015-06-03 05:23:06','Y','Y','Y','Y','N'
'IMAN CABER','Payette Hub',626,'N','L','Y','Y','2015-06-02 15:54:28','Y','Y','Y','Y','N'
'IMAN CABER','Savery Terminal',12267,'N','M','Y','N','2015-06-21 23:26:05','N','N','Y','Y','N'
'IMAN CABER','Vittori Port',13447,'N','M','Y','N','2015-06-21 23:26:05','Y','Y','Y','Y','N'
'IMANGO','Heisenberg City',676,'Y','L','Y','Y','2015-05-02 02:00:20','Y','Y','Y','Y','N'
'IMANI','Ewald Survey',2502,'N','M','N','N','2015-11-27 17:38:12','Y','N','Y','Y','N'
'IMANI','Lindsey Settlement',2427,'N','M','Y','N','2015-12-06 17:58:13','N','N','Y','Y','N'
'IMANI','Meucci Horizons',0,'?','?','Y','?','2015-12-31 22:36:01','?','?','?','?','?'
'IMANTANA','Brongniart Orbital',14,'Y','L','Y','Y','2015-05-13 08:17:17','Y','Y','Y','Y','N'
'IMANTANA','Grover Terminal',42,'N','M','Y','N','2015-05-13 11:53:58','N','N','Y','N','N'
'IMANTANA','Melvill Port',42,'N','M','Y','N','2015-05-02 02:00:20','N','Y','Y','Y','N'
'IMEN','Gelfand Relay',389,'Y','M','Y','N','2015-09-27 19:39:28','Y','Y','Y','N','N'
'IMEN MINA','Neumann Station',0,'N','M','Y','N','2015-10-10 16:22:34','Y','Y','Y','N','N'
'IMEN MINA','Oswald Colony',0,'N','M','Y','N','2015-10-10 16:22:34','Y','Y','Y','Y','N'
'IMENHIT','Clement City',478,'N','L','Y','Y','2015-05-17 02:22:27','Y','Y','Y','Y','N'
'IMENHIT','Ryman Hub',907,'N','M','Y','N','2015-05-17 01:52:48','Y','Y','Y','Y','N'
'IMENHIT','Young Settlement',648,'N','M','Y','N','2015-05-17 02:35:33','Y','Y','Y','Y','N'
'IMENTET','Chamitoff Outpost',208,'N','M','N','N','2015-05-31 18:10:47','Y','N','Y','Y','N'
'IMENTET','Meucci Mines',23,'N','M','Y','N','2015-04-20 14:39:04','N','N','Y','Y','N'
'IMEUT','Ampere Dock',0,'N','M','Y','N','2015-10-10 16:22:34','N','Y','Y','Y','N'
'IMEUT','Levi-Strauss Hub',0,'N','M','Y','N','2015-10-10 16:22:34','N','Y','Y','Y','N'
'IMEUTRIMUDJ','Deb Orbital',0,'N','M','Y','N','2015-10-10 16:22:34','N','N','N','Y','N'
'IMEUTRIMUDJ','Goddard Dock',661,'N','L','Y','Y','2015-10-14 09:27:16','Y','Y','Y','Y','N'
'IMEUTRIMUDJ','Hirase Port',673,'N','L','Y','Y','2015-10-14 09:27:02','Y','Y','Y','Y','N'
'IMEUTRIMUDJ','Korniyenko Terminal',5815,'N','L','Y','Y','2015-10-14 09:27:40','Y','Y','Y','Y','N'
'IMEUTRIMUDJ','Prunariu Station',0,'N','M','Y','N','2015-10-10 16:22:34','Y','Y','Y','Y','N'
'IMEUTRIMUDJ','Stebler Terminal',0,'N','M','Y','N','2015-10-10 16:22:34','Y','Y','Y','Y','N'
'IMEUTS','Clark Terminal',7278,'Y','L','Y','Y','2015-05-02 02:00:20','Y','Y','Y','Y','N'
'IMEUTS','Pippin Installation',0,'?','L','Y','N','2015-12-29 01:22:28','Y','?','?','?','?'
'IMEUTSU','Ashby Hub',0,'N','M','Y','N','2015-10-10 16:22:34','N','N','N','Y','N'
'IMEUTSU','Braun Orbital',0,'N','M','Y','N','2015-10-10 16:22:34','N','N','N','Y','N'
'IMEUTSU','Frick Enterprise',79,'Y','L','Y','Y','2015-10-14 10:34:27','Y','Y','Y','Y','N'
'IMHOTE','Fabian Orbital',114,'Y','L','Y','Y','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'IMHOTH','Baraniecki Hub',799,'N','L','Y','Y','2015-05-01 05:58:15','Y','Y','Y','Y','N'
'IMHOTIAN','Grunsfeld Port',0,'Y','L','Y','Y','2015-10-10 16:22:34','Y','Y','Y','Y','N'
'IMHOTTII','Folland Port',0,'Y','M','N','N','2015-10-10 16:22:34','N','Y','Y','Y','N'
'IMHOTTII','Woodroffe Platform',0,'N','M','Y','N','2015-10-10 16:22:34','N','Y','Y','Y','N'
'IMISSES','Jemison Settlement',13,'N','M','Y','N','2015-04-29 00:19:05','N','N','Y','Y','N'
'IMISSES','Morgan''s Inheritance',0,'?','L','?','N','2015-12-23 17:57:53','Y','?','?','?','?'
'IMISSES','Shkaplerov Works',614,'N','M','N','N','2015-10-10 16:22:34','Y','N','Y','Y','N'
'IMIUTLI','Harris Station',1303,'N','L','Y','Y','2015-05-02 02:00:20','Y','Y','Y','Y','N'
'IMSET','Barentsz Dock',0,'N','L','Y','Y','2015-10-10 16:22:34','Y','Y','Y','Y','N'
'IMSET','Stross City',0,'N','M','Y','N','2015-10-10 16:22:34','N','N','Y','Y','N'
'IMSET','Walters City',0,'N','M','Y','N','2015-10-10 16:22:34','Y','Y','Y','Y','N'
'IMSETANI','Vizcaino Port',0,'Y','L','Y','Y','2015-10-10 16:22:34','Y','Y','Y','Y','N'
'INARA','Bombelli Hub',28883,'Y','M','N','N','2015-06-21 23:12:18','N','Y','Y','Y','N'
'INARA','Christopher Station',1019,'N','M','Y','N','2015-06-21 23:12:18','N','N','Y','Y','N'
'INARA','Citi Gateway',28921,'Y','L','Y','Y','2015-06-21 23:12:18','Y','Y','Y','Y','N'
'INARA','Koontz Port',28809,'N','L','Y','Y','2015-05-01 06:18:53','Y','Y','Y','Y','N'
'INARA','Krupkat Dock',28874,'Y','L','Y','Y','2015-05-01 06:18:10','Y','Y','Y','Y','N'
'INARA','Moore Terminal',78,'N','M','Y','N','2015-06-21 23:12:18','Y','Y','Y','Y','N'
'INARA','Normand City',150,'N','M','Y','N','2015-06-21 23:12:18','N','N','Y','Y','N'
'INARA','Paulo Da Gama Hub',1438,'N','M','Y','N','2015-06-21 23:12:18','Y','Y','Y','Y','N'
'INARA','Willis Dock',28875,'N','L','Y','Y','2015-06-21 23:12:18','Y','Y','Y','Y','N'
'INARAJAJARA','Kuhn Landing',519,'N','M','N','N','2015-10-10 16:22:35','N','Y','Y','Y','N'
'INARAJAJARA','Laval Terminal',283,'N','L','Y','Y','2015-10-10 16:22:35','Y','Y','Y','Y','N'
'INARAJAJARA','Volkov Enterprise',376,'N','M','Y','N','2015-10-10 16:22:35','Y','Y','Y','N','N'
'INARS','Chawla Dock',0,'N','L','Y','Y','2015-10-10 16:22:35','Y','Y','Y','Y','N'
'INARS','Green Hub',0,'N','M','Y','N','2015-10-10 16:22:35','Y','Y','Y','N','N'
'INARS','Kirby Terminal',0,'N','M','N','N','2015-10-10 16:22:35','Y','N','Y','Y','N'
'INAWYDDI','Bierce Beacon',0,'Y','M','Y','N','2015-10-10 16:22:35','Y','Y','Y','Y','N'
'INDAOL','Archer Settlement',43,'N','L','Y','Y','2015-04-06 09:53:28','Y','Y','Y','Y','N'
'INDAOL','Geronimo',97,'N','L','Y','Y','2015-10-10 16:22:35','Y','Y','Y','Y','N'
'INDAOL','Vries Vision',97,'N','L','Y','N','2015-12-23 17:57:47','Y','Y','Y','Y','?'
'INDAOL','Wafer Landing',43,'N','?','Y','N','2015-12-23 22:54:09','Y','Y','Y','Y','?'
'INDI','Crook Works',0,'N','M','Y','N','2015-10-10 16:22:35','N','N','Y','Y','N'
'INDI','Rand Survey',0,'N','M','Y','N','2015-10-10 16:22:35','N','Y','Y','Y','N'
'INDIANS','Friesner Base',0,'Y','M','Y','N','2015-10-10 16:22:35','Y','N','Y','Y','N'
'INDINES','England Point',3748,'N','M','Y','N','2015-09-12 08:27:46','N','N','Y','Y','N'
'INDJEDETET','Smoot Platform',1452,'N','M','Y','N','2015-10-10 16:22:35','Y','Y','Y','Y','N'
